"id","login","pressed_key","time_hold","time_to_next"
"41590","Krystian","76","80","264"
"41591","Krystian","188","104","888"
"41592","Krystian","32","82","144"
"41593","Krystian","76","72","336"
"41594","Krystian","73","80","176"
"41595","Patryk","16","431","0"
"41596","Patryk","80","81","350"
"41597","Patryk","65","112","208"
"41598","Patryk","75","64","224"
"41599","Patryk","82","192","64"
"41600","Patryk","84","176","352"
"41601","Patryk","89","80","304"
"41602","Patryk","9","64","257"
"41603","Patryk","16","304","335"
"41604","Patryk","70","80","240"
"41605","Patryk","65","112","176"
"41606","Patryk","82","96","128"
"41607","Patryk","32","96","272"
"41608","Patryk","70","81","272"
"41609","Patryk","65","111","81"
"41610","Patryk","82","63","159"
"41611","Patryk","32","79","160"
"41612","Patryk","65","80","224"
"41613","Patryk","87","143","192"
"41614","Patryk","65","97","111"
"41615","Patryk","89","64","273"
"41616","Patryk","188","64","688"
"41617","Patryk","32","79","96"
"41618","Patryk","66","64","352"
"41619","Patryk","69","80","160"
"41620","Patryk","72","49","303"
"41621","Patryk","73","79","113"
"41622","Patryk","78","63","192"
"41623","Patryk","68","81","175"
"41624","Patryk","32","79","257"
"41625","Patryk","84","64","624"
"41626","Patryk","72","64","160"
"41627","Patryk","69","96","112"
"41628","Patryk","32","127","97"
"41629","Patryk","87","63","287"
"41630","Patryk","79","48","1664"
"41631","Patryk","82","64","400"
"41632","Patryk","68","64","367"
"41633","Patryk","32","64","161"
"41634","Patryk","77","64","239"
"41635","Patryk","79","81","176"
"41636","Patryk","85","48","209"
"41637","Patryk","78","80","144"
"41638","Patryk","84","49","127"
"41639","Patryk","65","81","160"
"41640","Patryk","73","48","737"
"41641","Patryk","78","48","176"
"41642","Patryk","83","64","128"
"41643","Patryk","32","47","240"
"41644","Patryk","8","80","400"
"41645","Patryk","188","95","208"
"41646","Patryk","32","79","144"
"41647","Patryk","70","96","272"
"41648","Patryk","65","81","255"
"41649","Patryk","82","80","161"
"41650","Patryk","32","96","176"
"41651","Patryk","70","64","208"
"41652","Patryk","82","48","192"
"41653","Patryk","79","64","112"
"41654","Patryk","77","80","192"
"41655","Patryk","32","95","176"
"41656","Patryk","84","64","623"
"41657","Patryk","72","79","129"
"41658","Patryk","69","64","160"
"41659","Patryk","32","96","127"
"41660","Patryk","67","63","273"
"41661","Patryk","79","64","95"
"41662","Patryk","85","64","209"
"41663","Patryk","78","64","160"
"41664","Patryk","84","113","175"
"41665","Patryk","82","95","65"
"41666","Patryk","73","64","624"
"41667","Patryk","69","32","272"
"41668","Patryk","83","64","303"
"41669","Patryk","32","95","177"
"41670","Patryk","86","64","176"
"41671","Patryk","16","256","208"
"41672","Patryk","79","32","208"
"41673","Patryk","75","64","608"
"41674","Patryk","65","63","128"
"41675","Patryk","76","47","192"
"41676","Patryk","73","64","176"
"41677","Patryk","65","64","160"
"41678","Patryk","32","96","671"
"41679","Patryk","65","80","273"
"41680","Patryk","78","80","544"
"41681","Patryk","68","79","176"
"41682","Patryk","32","80","240"
"41683","Patryk","16","304","272"
"41684","Patryk","67","81","224"
"41685","Patryk","79","64","240"
"41686","Patryk","78","80","208"
"41687","Patryk","83","64","351"
"41688","Patryk","79","79","769"
"41689","Patryk","78","64","224"
"41690","Patryk","65","64","160"
"41691","Patryk","78","80","128"
"41692","Patryk","84","48","240"
"41693","Patryk","73","48","128"
"41694","Patryk","65","96","176"
"41695","Patryk","188","64","880"
"41696","Patryk","32","64","128"
"41697","Patryk","84","143","528"
"41698","Patryk","72","80","112"
"41699","Patryk","69","112","288"
"41700","Patryk","82","127","113"
"41701","Patryk","69","80","143"
"41702","Patryk","32","96","272"
"41703","Patryk","76","80","384"
"41704","Patryk","73","48","240"
"41705","Patryk","86","64","144"
"41706","Patryk","69","96","192"
"41707","Patryk","32","79","97"
"41708","Patryk","84","80","287"
"41709","Patryk","72","32","208"
"41710","Patryk","69","80","224"
"41711","Patryk","32","96","128"
"41712","Patryk","66","48","256"
"41713","Patryk","76","63","128"
"41714","Patryk","73","63","176"
"41715","Patryk","78","63","176"
"41716","Patryk","68","79","144"
"41717","Patryk","32","63","209"
"41718","Patryk","84","127","687"
"41719","Patryk","69","81","95"
"41720","Patryk","88","64","257"
"41721","Patryk","84","64","320"
"41722","Patryk","83","80","480"
"41723","Patryk","190","64","1055"
"41724","Patryk","32","96","96"
"41725","Patryk","16","240","209"
"41726","Patryk","83","97","144"
"41727","Patryk","69","80","240"
"41728","Patryk","80","64","176"
"41729","Patryk","65","64","528"
"41730","Patryk","82","80","224"
"41731","Patryk","65","81","191"
"41732","Patryk","84","64","304"
"41733","Patryk","69","96","129"
"41734","Patryk","68","64","272"
"41735","Patryk","32","96","256"
"41736","Patryk","84","64","671"
"41737","Patryk","72","32","225"
"41738","Patryk","69","79","176"
"41739","Patryk","89","47","336"
"41740","Patryk","32","96","176"
"41741","Patryk","76","48","160"
"41742","Patryk","73","64","223"
"41743","Patryk","86","48","209"
"41744","Patryk","69","32","432"
"41745","Patryk","32","96","288"
"41746","Patryk","73","64","240"
"41747","Patryk","78","80","192"
"41748","Patryk","32","112","192"
"41749","Patryk","66","65","368"
"41750","Patryk","16","448","1247"
"41751","Patryk","79","64","353"
"41752","Patryk","79","81","143"
"41753","Patryk","75","64","593"
"41754","Patryk","77","64","1135"
"41755","Patryk","65","96","177"
"41756","Patryk","82","64","352"
"41757","Patryk","75","64","191"
"41758","Patryk","83","64","1473"
"41759","Patryk","71","64","255"
"41760","Patryk","82","48","257"
"41761","Patryk","79","47","96"
"41762","Patryk","86","65","319"
"41763","Patryk","69","64","401"
"41764","Patryk","32","112","239"
"41765","Patryk","82","79","625"
"41766","Patryk","73","64","208"
"41767","Patryk","71","81","207"
"41768","Patryk","72","81","224"
"41769","Patryk","84","64","273"
"41770","Patryk","32","96","208"
"41771","Patryk","65","112","432"
"41772","Patryk","84","80","352"
"41773","Patryk","32","79","208"
"41774","Patryk","84","64","352"
"41775","Patryk","72","49","207"
"41776","Patryk","69","112","193"
"41777","Patryk","32","63","128"
"41778","Patryk","67","81","207"
"41779","Patryk","79","65","144"
"41780","Patryk","65","79","433"
"41781","Patryk","83","95","192"
"41782","Patryk","84","49","351"
"41783","Patryk","32","95","193"
"41784","Patryk","79","80","928"
"41785","Patryk","70","48","192"
"41786","Patryk","32","96","128"
"41787","Patryk","84","32","256"
"41788","Patryk","72","79","192"
"41789","Patryk","8","95","1376"
"41790","Patryk","72","97","751"
"41791","Patryk","69","79","193"
"41792","Patryk","32","96","128"
"41793","Patryk","16","288","192"
"41794","Patryk","83","97","192"
"41795","Patryk","69","63","208"
"41796","Patryk","77","47","144"
"41797","Patryk","65","80","80"
"41798","Patryk","78","64","176"
"41799","Patryk","84","47","224"
"41800","Patryk","73","64","159"
"41801","Patryk","67","97","624"
"41802","Patryk","83","94","98"
"41803","Patryk","188","64","1023"
"41804","Patryk","32","63","144"
"41805","Patryk","65","80","192"
"41806","Patryk","32","64","208"
"41807","Patryk","76","64","256"
"41808","Patryk","65","96","127"
"41809","Patryk","82","64","241"
"41810","Patryk","71","32","208"
"41811","Patryk","69","64","144"
"41812","Patryk","32","96","207"
"41813","Patryk","76","64","897"
"41814","Patryk","65","79","96"
"41815","Patryk","78","64","224"
"41816","Patryk","71","64","352"
"41817","Patryk","85","48","367"
"41818","Patryk","65","64","209"
"41819","Patryk","71","129","287"
"41820","Patryk","69","80","129"
"41821","Patryk","32","111","784"
"41822","Patryk","79","64","303"
"41823","Patryk","67","64","257"
"41824","Patryk","69","63","192"
"41825","Patryk","65","64","896"
"41826","Patryk","78","31","160"
"41827","Patryk","190","63","1872"
"41828","Patryk","32","81","95"
"41829","Patryk","16","239","209"
"41830","Patryk","65","111","144"
"41831","Patryk","32","64","272"
"41832","Patryk","77","65","207"
"41833","Patryk","83","64","128"
"41834","Patryk","76","47","193"
"41835","Patryk","8","81","591"
"41836","Patryk","8","48","1088"
"41837","Patryk","8","16","176"
"41838","Patryk","83","113","160"
"41839","Patryk","77","80","145"
"41840","Patryk","65","63","144"
"41841","Patryk","76","63","176"
"41842","Patryk","76","65","1247"
"41843","Patryk","32","81","128"
"41844","Patryk","84","47","529"
"41845","Patryk","8","96","495"
"41846","Patryk","82","64","193"
"41847","Patryk","73","47","112"
"41848","Patryk","86","81","159"
"41849","Patryk","69","112","224"
"41850","Patryk","82","48","80"
"41851","Patryk","32","80","225"
"41852","Patryk","78","64","688"
"41853","Patryk","65","80","96"
"41854","Patryk","77","64","144"
"41855","Patryk","69","64","144"
"41856","Patryk","68","64","240"
"41857","Patryk","32","96","192"
"41858","Patryk","16","239","224"
"41859","Patryk","68","50","191"
"41860","Patryk","85","65","144"
"41861","Patryk","68","63","113"
"41862","Patryk","69","64","175"
"41863","Patryk","78","65","192"
"41864","Patryk","32","64","192"
"41865","Patryk","70","63","433"
"41866","Patryk","76","64","111"
"41867","Patryk","79","63","193"
"41868","Patryk","87","63","128"
"41869","Patryk","83","80","271"
"41870","Patryk","32","80","224"
"41871","Patryk","66","64","305"
"41872","Patryk","89","63","224"
"41873","Patryk","32","96","143"
"41874","Patryk","84","65","304"
"41875","Patryk","72","48","241"
"41876","Patryk","69","63","944"
"41877","Patryk","73","48","127"
"41878","Patryk","82","47","193"
"41879","Patryk","32","96","288"
"41880","Patryk","80","65","415"
"41881","Patryk","76","64","193"
"41882","Patryk","65","80","96"
"41883","Patryk","67","64","191"
"41884","Patryk","69","63","209"
"41885","Patryk","32","97","207"
"41886","Patryk","65","63","625"
"41887","Patryk","78","64","207"
"41888","Patryk","68","64","96"
"41889","Patryk","32","81","144"
"41890","Patryk","83","81","224"
"41891","Patryk","85","64","192"
"41892","Patryk","80","64","304"
"41893","Patryk","80","48","193"
"41894","Patryk","79","48","1"
"41895","Patryk","76","79","191"
"41896","Patryk","73","80","1248"
"41897","Patryk","69","47","144"
"41898","Patryk","83","80","207"
"41899","Patryk","32","79","721"
"41900","Patryk","73","47","400"
"41901","Patryk","84","64","143"
"41902","Patryk","32","79","145"
"41903","Patryk","87","79","224"
"41904","Patryk","73","64","447"
"41905","Patryk","84","64","128"
"41906","Patryk","72","49","192"
"41907","Patryk","32","112","192"
"41908","Patryk","84","80","1457"
"41909","Patryk","72","63","192"
"41910","Patryk","69","81","239"
"41911","Patryk","32","96","145"
"41912","Patryk","78","63","208"
"41913","Patryk","69","79","128"
"41914","Patryk","67","65","319"
"41915","Patryk","69","79","241"
"41916","Patryk","83","64","639"
"41917","Patryk","83","64","145"
"41918","Patryk","65","64","208"
"41919","Patryk","82","64","271"
"41920","Patryk","89","81","640"
"41921","Patryk","32","96","145"
"41922","Patryk","82","111","432"
"41923","Patryk","69","81","79"
"41924","Patryk","71","47","321"
"41925","Patryk","65","64","191"
"41926","Patryk","73","64","112"
"41927","Patryk","76","65","224"
"41928","Patryk","65","96","128"
"41929","Patryk","190","96","609"
"41930","Patryk","32","80","271"
"41931","Patryk","16","160","209"
"41932","Patryk","73","63","112"
"41933","Patryk","84","64","432"
"41934","Patryk","32","96","720"
"41935","Patryk","73","48","351"
"41936","Patryk","83","79","145"
"41937","Patryk","32","80","192"
"41938","Patryk","65","96","335"
"41939","Patryk","32","96","192"
"41940","Patryk","80","64","256"
"41941","Patryk","65","96","128"
"41942","Patryk","82","64","401"
"41943","Patryk","65","97","159"
"41944","Patryk","68","79","257"
"41945","Patryk","73","48","559"
"41946","Patryk","83","64","176"
"41947","Patryk","69","63","1425"
"41948","Patryk","77","49","255"
"41949","Patryk","65","96","176"
"41950","Patryk","84","49","240"
"41951","Patryk","73","65","176"
"41952","Patryk","67","81","176"
"41953","Patryk","32","80","608"
"41954","Patryk","67","80","257"
"41955","Patryk","79","79","128"
"41956","Patryk","85","48","208"
"41957","Patryk","78","79","160"
"41958","Patryk","84","113","191"
"41959","Patryk","82","96","64"
"41960","Patryk","89","95","257"
"41961","Patryk","188","64","655"
"41962","Patryk","32","80","160"
"41963","Patryk","73","79","193"
"41964","Patryk","78","65","239"
"41965","Patryk","32","79","145"
"41966","Patryk","87","80","223"
"41967","Patryk","72","64","289"
"41968","Patryk","73","65","223"
"41969","Patryk","67","63","177"
"41970","Patryk","72","47","224"
"41971","Patryk","32","80","623"
"41972","Patryk","82","79","721"
"41973","Patryk","79","65","239"
"41974","Patryk","65","96","112"
"41975","Patryk","83","64","225"
"41976","Patryk","69","112","367"
"41977","Patryk","84","127","2497"
"41978","Patryk","69","95","112"
"41979","Patryk","68","79","240"
"41980","Patryk","32","79","192"
"41981","Patryk","80","79","256"
"41982","Patryk","65","112","127"
"41983","Patryk","82","80","224"
"41984","Patryk","84","63","193"
"41985","Patryk","83","81","255"
"41986","Patryk","32","79","273"
"41987","Patryk","79","63","400"
"41988","Patryk","70","64","432"
"41989","Patryk","32","96","191"
"41990","Patryk","83","80","257"
"41991","Patryk","69","48","559"
"41992","Patryk","78","64","112"
"41993","Patryk","84","81","304"
"41994","Patryk","69","80","160"
"41995","Patryk","78","63","945"
"41996","Patryk","67","64","144"
"41997","Patryk","69","63","224"
"41998","Patryk","83","64","271"
"41999","Patryk","32","64","401"
"42000","Patryk","70","64","272"
"42001","Patryk","76","64","127"
"42002","Patryk","89","47","337"
"42003","Patryk","32","47","160"
"42004","Patryk","73","47","256"
"42005","Patryk","78","63","192"
"42006","Patryk","84","48","143"
"42007","Patryk","79","64","160"
"42008","Patryk","32","96","192"
"42009","Patryk","89","65","864"
"42010","Patryk","80","49","112"
"42011","Patryk","85","48","273"
"42012","Patryk","82","65","159"
"42013","Patryk","32","80","176"
"42014","Patryk","77","64","177"
"42015","Patryk","80","15","240"
"42016","Patryk","85","63","192"
"42017","Patryk","84","31","272"
"42018","Patryk","72","64","207"
"42019","Patryk","32","95","145"
"42020","Patryk","8","63","976"
"42021","Patryk","190","64","272"
"42022","Patryk","13","80","223"
"42023","Patryk","69","112","447"
"42024","Patryk","16","592","657"
"42025","Patryk","86","63","337"
"42026","Patryk","69","64","192"
"42027","Patryk","78","48","1119"
"42028","Patryk","32","47","193"
"42029","Patryk","84","80","271"
"42030","Patryk","72","64","160"
"42031","Patryk","69","81","144"
"42032","Patryk","32","80","192"
"42033","Patryk","80","65","240"
"42034","Patryk","79","64","193"
"42035","Patryk","87","81","127"
"42036","Patryk","69","64","225"
"42037","Patryk","82","64","160"
"42038","Patryk","70","79","2512"
"42039","Patryk","85","31","544"
"42040","Patryk","76","63","448"
"42041","Patryk","32","95","592"
"42042","Patryk","16","176","511"
"42043","Patryk","80","48","160"
"42044","Patryk","79","80","545"
"42045","Patryk","73","79","176"
"42046","Patryk","78","64","207"
"42047","Patryk","84","64","256"
"42048","Patryk","73","80","96"
"42049","Patryk","78","64","177"
"42050","Patryk","71","48","175"
"42051","Patryk","32","113","1392"
"42052","Patryk","65","95","385"
"42053","Patryk","8","96","1215"
"42054","Patryk","72","64","224"
"42055","Patryk","65","145","96"
"42056","Patryk","83","96","96"
"42057","Patryk","32","63","241"
"42058","Patryk","78","48","95"
"42059","Patryk","79","64","208"
"42060","Patryk","32","79","113"
"42061","Patryk","67","79","272"
"42062","Patryk","79","48","176"
"42063","Patryk","78","64","463"
"42064","Patryk","84","95","241"
"42065","Patryk","82","64","96"
"42066","Patryk","79","78","65"
"42067","Patryk","76","64","270"
"42068","Patryk","32","79","273"
"42069","Patryk","65","80","367"
"42070","Patryk","66","64","128"
"42071","Patryk","79","81","224"
"42072","Patryk","85","63","225"
"42073","Patryk","84","80","143"
"42074","Patryk","32","96","176"
"42075","Patryk","89","32","1280"
"42076","Patryk","84","62","2"
"42077","Patryk","72","63","591"
"42078","Patryk","69","79","304"
"42079","Patryk","32","95","272"
"42080","Patryk","66","96","495"
"42081","Patryk","76","63","145"
"42082","Patryk","73","64","175"
"42083","Patryk","78","80","176"
"42084","Patryk","68","64","193"
"42085","Patryk","32","80","287"
"42086","Patryk","84","96","832"
"42087","Patryk","69","95","49"
"42088","Patryk","88","96","255"
"42089","Patryk","84","81","256"
"42090","Patryk","83","63","257"
"42091","Patryk","32","80","351"
"42092","Patryk","73","63","481"
"42093","Patryk","84","64","191"
"42094","Patryk","32","112","96"
"42095","Patryk","73","47","401"
"42096","Patryk","83","63","128"
"42097","Patryk","32","64","271"
"42098","Patryk","65","64","256"
"42099","Patryk","78","48","176"
"42100","Patryk","32","80","209"
"42101","Patryk","65","64","560"
"42102","Patryk","76","64","240"
"42103","Patryk","77","63","160"
"42104","Patryk","79","80","159"
"42105","Patryk","83","95","145"
"42106","Patryk","84","31","272"
"42107","Patryk","32","95","144"
"42108","Patryk","85","64","767"
"42109","Patryk","78","80","176"
"42110","Patryk","79","47","353"
"42111","Patryk","82","65","287"
"42112","Patryk","84","48","176"
"42113","Patryk","79","64","176"
"42114","Patryk","71","64","1424"
"42115","Patryk","82","48","800"
"42116","Patryk","65","80","209"
"42117","Patryk","80","64","271"
"42118","Patryk","72","47","465"
"42119","Patryk","73","47","672"
"42120","Patryk","67","80","143"
"42121","Patryk","32","96","416"
"42122","Patryk","76","64","240"
"42123","Patryk","73","80","272"
"42124","Patryk","70","48","321"
"42125","Patryk","69","96","207"
"42126","Patryk","32","96","128"
"42127","Patryk","16","143","241"
"42128","Patryk","79","64","111"
"42129","Patryk","78","64","224"
"42130","Patryk","69","48","128"
"42131","Patryk","32","80","256"
"42132","Patryk","68","95","641"
"42133","Patryk","65","96","175"
"42134","Patryk","89","48","400"
"42135","Patryk","32","79","113"
"42136","Patryk","72","64","1024"
"42137","Patryk","79","48","351"
"42138","Patryk","87","80","176"
"42139","Patryk","69","63","241"
"42140","Patryk","86","63","464"
"42141","Patryk","69","160","1375"
"42142","Patryk","82","96","112"
"42143","Patryk","32","113","272"
"42144","Patryk","65","96","272"
"42145","Patryk","32","80","177"
"42146","Patryk","83","79","192"
"42147","Patryk","77","33","127"
"42148","Patryk","65","80","992"
"42149","Patryk","76","64","160"
"42150","Patryk","76","64","176"
"42151","Patryk","32","96","256"
"42152","Patryk","76","64","256"
"42153","Patryk","73","64","208"
"42154","Patryk","78","79","145"
"42155","Patryk","69","63","176"
"42156","Patryk","32","81","223"
"42157","Patryk","79","64","544"
"42158","Patryk","70","63","177"
"42159","Patryk","32","111","128"
"42160","Patryk","66","65","319"
"42161","Patryk","76","80","224"
"42162","Patryk","73","48","208"
"42163","Patryk","78","64","176"
"42164","Patryk","68","49","160"
"42165","Patryk","32","96","97"
"42166","Patryk","84","113","255"
"42167","Patryk","69","96","80"
"42168","Patryk","88","79","257"
"42169","Patryk","84","80","1503"
"42170","Patryk","32","96","976"
"42171","Patryk","66","64","560"
"42172","Patryk","89","80","177"
"42173","Patryk","32","48","191"
"42174","Patryk","78","64","224"
"42175","Patryk","65","79","145"
"42176","Patryk","77","79","144"
"42177","Patryk","69","97","143"
"42178","Patryk","32","96","161"
"42179","Patryk","79","47","640"
"42180","Patryk","70","80","127"
"42181","Patryk","32","97","128"
"42182","Patryk","16","159","209"
"42183","Patryk","76","64","127"
"42184","Patryk","79","64","224"
"42185","Patryk","82","80","193"
"42186","Patryk","69","80","47"
"42187","Patryk","77","47","209"
"42188","Patryk","32","96","175"
"42189","Patryk","16","175","449"
"42190","Patryk","73","64","143"
"42191","Patryk","80","64","336"
"42192","Patryk","83","63","673"
"42193","Patryk","85","64","207"
"42194","Patryk","77","80","208"
"42195","Patryk","32","96","144"
"42196","Patryk","68","96","400"
"42197","Patryk","69","64","176"
"42198","Patryk","67","95","193"
"42199","Patryk","73","64","127"
"42200","Patryk","68","80","160"
"42201","Patryk","69","64","193"
"42202","Patryk","68","63","416"
"42203","Patryk","32","97","287"
"42204","Patryk","84","80","560"
"42205","Patryk","79","48","144"
"42206","Patryk","32","80","96"
"42207","Patryk","76","64","160"
"42208","Patryk","69","80","112"
"42209","Patryk","65","96","176"
"42210","Patryk","86","48","256"
"42211","Patryk","69","64","192"
"42212","Patryk","32","96","496"
"42213","Patryk","68","31","337"
"42214","Patryk","8","80","463"
"42215","Patryk","70","64","192"
"42216","Patryk","79","80","80"
"42217","Patryk","32","64","176"
"42218","Patryk","8","48","432"
"42219","Patryk","82","64","128"
"42220","Patryk","32","80","352"
"42221","Patryk","84","80","3552"
"42222","Patryk","72","64","368"
"42223","Patryk","69","64","128"
"42224","Patryk","32","112","224"
"42225","Patryk","70","64","304"
"42226","Patryk","65","96","176"
"42227","Patryk","82","64","176"
"42228","Patryk","32","80","1520"
"42229","Patryk","87","96","224"
"42230","Patryk","16","353","272"
"42231","Patryk","79","64","240"
"42232","Patryk","82","64","144"
"42233","Patryk","76","144","240"
"42234","Patryk","68","96","336"
"42235","Patryk","32","96","256"
"42236","Patryk","70","48","336"
"42237","Patryk","8","96","352"
"42238","Patryk","79","64","224"
"42239","Patryk","70","48","112"
"42240","Patryk","32","96","128"
"42241","Patryk","16","177","304"
"42242","Patryk","71","62","145"
"42243","Patryk","82","64","223"
"42244","Patryk","65","96","160"
"42245","Patryk","77","48","240"
"42246","Patryk","77","48","128"
"42247","Patryk","65","80","96"
"42248","Patryk","82","48","192"
"42249","Patryk","190","64","624"
"42250","Patryk","32","111","881"
"42251","Patryk","84","80","432"
"42252","Patryk","16","528","367"
"42253","Patryk","72","64","336"
"42254","Patryk","69","64","112"
"42255","Patryk","32","79","417"
"42256","Patryk","66","64","144"
"42257","Patryk","16","224","255"
"42258","Patryk","73","64","288"
"42259","Patryk","71","48","160"
"42260","Patryk","32","80","224"
"42261","Patryk","16","400","496"
"42262","Patryk","79","65","336"
"42263","Patryk","83","96","256"
"42264","Patryk","77","96","752"
"42265","Patryk","79","80","112"
"42266","Patryk","88","80","480"
"42267","Patryk","32","96","256"
"42268","Patryk","65","79","241"
"42269","Patryk","68","80","223"
"42270","Patryk","86","48","240"
"42271","Patryk","73","48","832"
"42272","Patryk","83","80","672"
"42273","Patryk","69","80","224"
"42274","Patryk","68","80","177"
"42275","Patryk","32","80","255"
"42276","Patryk","72","80","528"
"42277","Patryk","69","80","128"
"42278","Patryk","82","64","160"
"42279","Patryk","32","80","192"
"42280","Patryk","78","32","176"
"42281","Patryk","79","96","272"
"42282","Patryk","84","64","656"
"42283","Patryk","32","96","240"
"42284","Patryk","84","64","864"
"42285","Patryk","79","64","112"
"42286","Patryk","32","96","224"
"42287","Patryk","68","63","352"
"42288","Patryk","79","64","128"
"42289","Patryk","32","80","128"
"42290","Patryk","83","80","272"
"42291","Patryk","79","48","128"
"42292","Patryk","32","80","176"
"42293","Patryk","188","80","832"
"42294","Patryk","32","95","177"
"42295","Patryk","66","48","271"
"42296","Patryk","69","64","112"
"42297","Patryk","67","80","256"
"42298","Patryk","65","80","192"
"42299","Patryk","85","64","288"
"42300","Patryk","83","64","112"
"42301","Patryk","69","64","208"
"42302","Patryk","32","95","256"
"42303","Patryk","84","80","656"
"42304","Patryk","72","79","192"
"42305","Patryk","69","96","240"
"42306","Patryk","82","160","64"
"42307","Patryk","69","96","144"
"42308","Patryk","32","96","208"
"42309","Patryk","87","80","304"
"42310","Patryk","69","48","624"
"42311","Patryk","72","64","272"
"42312","Patryk","69","80","112"
"42313","Patryk","32","80","1776"
"42314","Patryk","84","96","672"
"42315","Patryk","72","48","256"
"42316","Patryk","79","64","144"
"42317","Patryk","85","48","208"
"42318","Patryk","83","80","112"
"42319","Patryk","65","80","208"
"42320","Patryk","78","64","160"
"42321","Patryk","68","80","240"
"42322","Patryk","83","64","432"
"42323","Patryk","32","80","256"
"42324","Patryk","79","64","672"
"42325","Patryk","70","80","96"
"42326","Patryk","32","80","160"
"42327","Patryk","66","64","864"
"42328","Patryk","65","112","112"
"42329","Patryk","68","96","224"
"42330","Patryk","32","80","240"
"42331","Patryk","16","319","657"
"42332","Patryk","67","81","239"
"42333","Patryk","79","48","144"
"42334","Patryk","77","64","240"
"42335","Patryk","77","31","208"
"42336","Patryk","65","96","240"
"42337","Patryk","83","80","304"
"42338","Patryk","83","32","192"
"42339","Patryk","188","80","1264"
"42340","Patryk","32","80","160"
"42341","Patryk","87","79","209"
"42342","Patryk","73","62","128"
"42343","Patryk","76","64","223"
"42344","Patryk","68","64","128"
"42345","Patryk","32","80","208"
"42346","Patryk","81","112","176"
"42347","Patryk","16","304","320"
"42348","Patryk","85","48","512"
"42349","Patryk","69","64","144"
"42350","Patryk","83","80","288"
"42351","Patryk","84","49","335"
"42352","Patryk","73","81","112"
"42353","Patryk","79","64","193"
"42354","Patryk","78","80","192"
"42355","Patryk","32","80","256"
"42356","Patryk","16","176","273"
"42357","Patryk","77","62","177"
"42358","Patryk","65","80","142"
"42359","Patryk","82","48","224"
"42360","Patryk","75","64","144"
"42361","Patryk","83","80","240"
"42362","Patryk","32","80","592"
"42363","Patryk","65","64","224"
"42364","Patryk","78","79","336"
"42365","Patryk","68","80","128"
"42366","Patryk","32","112","208"
"42367","Patryk","68","64","528"
"42368","Patryk","69","63","208"
"42369","Patryk","86","64","192"
"42370","Patryk","73","47","240"
"42371","Patryk","79","64","208"
"42372","Patryk","85","48","624"
"42373","Patryk","83","80","160"
"42374","Patryk","32","79","400"
"42375","Patryk","83","96","208"
"42376","Patryk","16","320","272"
"42377","Patryk","69","64","336"
"42378","Patryk","77","96","191"
"42379","Patryk","73","80","193"
"42380","Patryk","75","65","655"
"42381","Patryk","79","64","209"
"42382","Patryk","76","62","193"
"42383","Patryk","73","64","191"
"42384","Patryk","188","64","928"
"42385","Patryk","32","79","144"
"42386","Patryk","66","80","240"
"42387","Patryk","85","48","256"
"42388","Patryk","84","48","224"
"42389","Patryk","32","96","159"
"42390","Patryk","89","64","785"
"42391","Patryk","72","80","704"
"42392","Patryk","69","64","112"
"42393","Patryk","32","96","192"
"42394","Patryk","76","111","272"
"42395","Patryk","73","64","688"
"42396","Patryk","84","80","320"
"42397","Patryk","84","64","160"
"42398","Patryk","76","80","208"
"42399","Patryk","69","97","159"
"42400","Patryk","32","80","257"
"42401","Patryk","16","175","880"
"42402","Patryk","66","64","144"
"42403","Patryk","76","80","240"
"42404","Patryk","73","32","192"
"42405","Patryk","78","64","192"
"42406","Patryk","68","80","128"
"42407","Patryk","32","80","208"
"42408","Patryk","16","240","192"
"42409","Patryk","84","64","208"
"42410","Patryk","69","80","208"
"42411","Patryk","88","79","224"
"42412","Patryk","84","64","208"
"42413","Patryk","32","112","576"
"42414","Patryk","68","48","448"
"42415","Patryk","73","64","192"
"42416","Patryk","68","64","1632"
"42417","Patryk","78","64","144"
"42418","Patryk","84","64","416"
"42419","Patryk","32","96","192"
"42420","Patryk","76","63","192"
"42422","Joanna","74","83.0","83"
"42423","Joanna","16","167","101"
"42424","Joanna","79","74.0","121"
"42425","Joanna","65","108","125"
"42426","Joanna","78","76.0","77"
"42427","Joanna","78","84.0","58"
"42428","Joanna","65","99.0","4106"
"42429","Joanna","76","82.0","82"
"42430","Joanna","16","121","146"
"42431","Joanna","73","78.0","355"
"42432","Joanna","84","104","99"
"42433","Joanna","87","96.0","336"
"42434","Joanna","79","85.0","476"
"42435","Joanna","49","44.0","44"
"42436","Joanna","16","104","842"
"42437","Joanna","32","105","916"
"42438","Joanna","79","84.0","84"
"42439","Joanna","16","92.0","348"
"42440","Joanna","74","81.0","228"
"42441","Joanna","67","89.0","100"
"42442","Joanna","90","99.0","166"
"42443","Joanna","89","78.0","95"
"42444","Joanna","90","90.0","149"
"42445","Joanna","78","90.0","188"
"42446","Joanna","79","85.0","230"
"42447","Joanna","32","88.0","248"
"42448","Joanna","77","99.0","869"
"42449","Joanna","79","76.0","185"
"42450","Joanna","74","78.0","87"
"42451","Joanna","65","94.0","582"
"42452","Joanna","49","89.0","89"
"42453","Joanna","16","138","553"
"42454","Joanna","32","108","421"
"42455","Joanna","84","94.0","94"
"42456","Joanna","16","108","295"
"42457","Joanna","89","75.0","212"
"42458","Joanna","32","74.0","197"
