"id","login","pressed_key","time_hold","time_to_next"
"40723","Kinga","79","71.0","112"
"40724","Kinga","79","80.0","72"
"40725","Kinga","70","88.0","35"
"40726","Kinga","32","77.0","248"
"40727","Kinga","79","80.0","200"
"40728","Kinga","32","96.0","168"
"40729","Kinga","82","120","72"
"40730","Kinga","69","96.0","112"
"40731","Kinga","76","48.0","120"
"40732","Kinga","73","72.0","224"
"40733","Kinga","83","120","64"
"40734","Kinga","69","104","80"
"40735","Kinga","32","72.0","304"
"40736","Kinga","84","24.0","72"
"40737","Kinga","72","88.0","88"
"40738","Kinga","65","88.0","120"
"40739","Kinga","84","88.0","97"
"40740","Kinga","32","79.0","128"
"40741","Kinga","76","72.0","96"
"40742","Kinga","73","88.0","36"
"40743","Kinga","70","124","45"
"40744","Kinga","69","75.0","42"
"40745","Kinga","32","46.0","176"
"40746","Kinga","73","64.0","64"
"40747","Kinga","83","64.0","176"
"40748","Kinga","78","48.0","38"
"40749","Kinga","84","82.0","72"
"40750","Kinga","32","56.0","240"
"40751","Kinga","83","16.0","16"
"40752","Kinga","79","80.0","80"
"40753","Kinga","32","96.0","64"
"40754","Kinga","66","80.0","22"
"40755","Kinga","65","74.0","104"
"40756","Kinga","68","104","40"
"40757","Kinga","32","88.0","64"
"40758","Kinga","65","104","328"
"40759","Kinga","70","96.0","200"
"40760","Kinga","84","128","224"
"40761","Kinga","69","24.0","24"
"40762","Kinga","82","96.0","112"
"40763","Kinga","32","64.0","72"
"40764","Kinga","65","88.0","22"
"40765","Kinga","76","50.0","88"
"40766","Kinga","76","64.0","120"
"40767","Kinga","190","80.0","0"
"40768","Krystian","78","88","135"
"40769","Krystian","32","88","112"
"40770","Krystian","65","71","241"
"40771","Krystian","76","88","111"
"40772","Krystian","77","79","537"
"40773","Krystian","79","95","56"
"40774","Krystian","83","87","128"
"40775","Krystian","84","112","144"
"40776","Krystian","32","102","113"
"40777","Krystian","85","87","431"
"40778","Krystian","78","79","216"
"40779","Krystian","80","127","312"
"40780","Krystian","79","95","88"
"40781","Krystian","82","71","1288"
"40782","Krystian","84","72","183"
"40783","Krystian","79","71","129"
"40784","Krystian","71","47","152"
"40785","Krystian","82","119","168"
"40786","Krystian","65","103","80"
"40787","Krystian","80","80","207"
"40788","Krystian","72","55","529"
"40789","Krystian","73","56","175"
"40790","Krystian","67","72","88"
"40791","Krystian","32","96","1136"
"40792","Krystian","76","64","153"
"40793","Krystian","73","71","184"
"40794","Krystian","70","168","79"
"40795","Krystian","69","127","89"
"40796","Krystian","32","104","103"
"40797","Krystian","79","135","137"
"40798","Krystian","78","104","111"
"40799","Krystian","69","118","106"
"40800","Krystian","32","88","94"
"40801","Krystian","68","144","144"
"40802","Krystian","65","113","104"
"40803","Krystian","89","93","475"
"40804","Krystian","32","111","1870"
"40805","Krystian","72","72","455"
"40806","Krystian","79","88","104"
"40807","Krystian","87","64","176"
"40808","Krystian","69","130","232"
"40809","Krystian","86","103","449"
"40810","Krystian","69","136","215"
"40811","Krystian","82","128","104"
"40812","Krystian","32","98","200"
"40813","Krystian","65","104","200"
"40814","Krystian","32","96","176"
"40815","Krystian","83","96","176"
"40816","Krystian","77","72","184"
"40817","Krystian","65","62","74"
"40818","Krystian","76","56","118"
"40819","Krystian","76","80","152"
"40820","Krystian","32","89","96"
"40821","Krystian","76","48","136"
"40822","Krystian","73","56","168"
"40823","Krystian","78","88","152"
"40824","Krystian","69","126","90"
"40825","Krystian","32","88","94"
"40826","Krystian","79","87","89"
"40827","Krystian","70","112","119"
"40828","Krystian","32","104","72"
"40829","Krystian","66","72","288"
"40830","Krystian","76","56","96"
"40831","Krystian","73","72","160"
"40832","Krystian","78","82","160"
"40833","Krystian","68","120","96"
"40834","Krystian","32","72","160"
"40835","Krystian","84","112","177"
"40836","Krystian","69","104","71"
"40837","Krystian","88","112","256"
"40838","Krystian","84","127","89"
"40839","Krystian","32","94","129"
"40840","Krystian","66","80","518"
"40841","Krystian","89","80","128"
"40842","Krystian","32","88","144"
"40843","Krystian","84","88","232"
"40844","Krystian","72","96","160"
"40845","Krystian","69","106","120"
"40846","Krystian","32","106","80"
"40847","Krystian","78","85","107"
"40848","Krystian","65","78","87"
"40849","Krystian","77","104","94"
"40850","Krystian","69","110","106"
"40851","Krystian","32","88","78"
"40852","Krystian","79","112","120"
"40853","Krystian","70","152","120"
"40854","Krystian","32","104","120"
"40855","Krystian","76","78","379"
"40856","Krystian","79","72","181"
"40857","Krystian","82","128","96"
"40858","Krystian","69","120","80"
"40859","Krystian","77","54","122"
"40860","Krystian","32","80","86"
"40861","Krystian","73","80","136"
"40862","Krystian","80","80","248"
"40863","Krystian","83","80","184"
"40864","Krystian","85","79","82"
"40865","Krystian","77","80","190"
"40866","Krystian","32","88","96"
"40867","Krystian","68","120","112"
"40868","Krystian","69","135","81"
"40869","Krystian","67","64","183"
"40870","Krystian","73","72","88"
"40871","Krystian","68","120","128"
"40872","Krystian","69","144","88"
"40873","Krystian","68","144","192"
"40874","Krystian","32","110","146"
"40875","Krystian","76","104","158"
"40876","Krystian","69","96","88"
"40877","Krystian","65","96","168"
"40878","Krystian","86","145","111"
"40879","Krystian","69","168","113"
"40880","Krystian","32","120","120"
"40881","Krystian","70","80","936"
"40882","Krystian","79","80","112"
"40883","Krystian","82","159","136"
"40884","Krystian","32","136","128"
"40885","Krystian","84","79","312"
"40886","Krystian","72","104","104"
"40887","Krystian","69","127","105"
"40888","Krystian","32","135","79"
"40889","Krystian","70","104","560"
"40890","Krystian","65","96","176"
"40891","Krystian","76","95","97"
"40892","Krystian","32","72","119"
"40893","Krystian","87","72","152"
"40894","Krystian","79","87","73"
"40895","Krystian","82","103","231"
"40896","Krystian","76","87","312"
"40897","Krystian","68","121","144"
"40898","Krystian","32","104","152"
"40899","Krystian","79","104","176"
"40900","Krystian","70","127","105"
"40901","Krystian","32","96","95"
"40902","Krystian","71","72","208"
"40903","Krystian","82","128","328"
"40904","Krystian","65","87","80"
"40905","Krystian","77","56","248"
"40906","Krystian","65","136","152"
"40907","Krystian","82","111","80"
"40908","Krystian","190","71","344"
"40909","Krystian","32","80","184"
"40910","Krystian","84","72","208"
"40911","Krystian","72","103","73"
"40912","Krystian","69","128","158"
"40913","Krystian","32","87","113"
"40914","Krystian","66","96","200"
"40915","Krystian","73","85","138"
"40916","Krystian","71","96","1158"
"40917","Krystian","32","111","248"
"40918","Krystian","79","87","344"
"40919","Krystian","88","88","208"
"40920","Krystian","77","87","208"
"40921","Krystian","79","103","56"
"40922","Krystian","88","135","177"
"40923","Krystian","32","104","238"
"40924","Krystian","65","119","297"
"40925","Krystian","68","103","152"
"40926","Krystian","86","63","280"
"40927","Krystian","73","80","488"
"40928","Krystian","83","127","145"
"40929","Krystian","69","94","128"
"40930","Krystian","68","136","215"
"40931","Krystian","32","95","104"
"40932","Krystian","72","103","256"
"40933","Krystian","69","144","95"
"40934","Krystian","82","120","73"
"40935","Krystian","32","142","121"
"40936","Krystian","78","79","1735"
"40937","Krystian","79","111","48"
"40938","Krystian","84","110","113"
"40939","Krystian","32","103","111"
"40940","Krystian","84","88","168"
"40941","Krystian","79","86","89"
"40942","Krystian","32","104","94"
"40943","Krystian","68","104","200"
"40944","Krystian","79","103","81"
"40945","Krystian","32","119","656"
"40946","Krystian","83","80","159"
"40947","Krystian","79","88","82"
"40948","Krystian","188","96","286"
"40949","Krystian","32","80","160"
"40950","Krystian","66","80","256"
"40951","Krystian","69","128","104"
"40952","Krystian","67","120","160"
"40953","Krystian","65","136","48"
"40954","Krystian","85","113","160"
"40955","Krystian","83","142","114"
"40956","Krystian","69","112","94"
"40957","Krystian","32","85","755"
"40958","Krystian","84","80","253"
"40959","Krystian","72","94","82"
"40960","Krystian","69","184","126"
"40961","Krystian","82","144","320"
"40962","Krystian","69","112","112"
"40963","Krystian","32","104","256"
"40964","Krystian","87","144","152"
"40965","Krystian","69","81","120"
"40966","Krystian","82","136","200"
"40967","Krystian","69","120","96"
"40968","Krystian","32","88","224"
"40969","Krystian","84","71","361"
"40970","Krystian","72","64","216"
"40971","Krystian","79","64","111"
"40972","Krystian","85","104","144"
"40973","Krystian","83","72","256"
"40974","Krystian","65","64","160"
"40975","Krystian","78","56","112"
"40976","Krystian","68","160","104"
"40977","Krystian","83","116","165"
"40978","Krystian","32","88","323"
"40979","Krystian","79","74","152"
"40980","Krystian","70","128","208"
"40981","Krystian","32","96","176"
"40982","Krystian","66","88","344"
"40983","Krystian","65","118","90"
"40984","Krystian","68","127","88"
"40985","Krystian","32","88","110"
"40986","Krystian","67","63","185"
"40987","Krystian","79","65","47"
"40988","Krystian","77","48","160"
"40989","Krystian","77","64","128"
"40990","Krystian","65","134","66"
"40991","Krystian","83","128","78"
"40992","Krystian","188","88","384"
"40993","Krystian","32","78","90"
"40994","Krystian","87","72","134"
"40995","Krystian","73","64","56"
"40996","Krystian","76","80","168"
"40997","Krystian","68","120","96"
"40998","Krystian","32","103","81"
"40999","Krystian","81","103","184"
"41000","Krystian","85","86","105"
"41001","Krystian","69","96","118"
"41002","Krystian","83","81","112"
"41003","Krystian","84","80","152"
"41004","Krystian","73","56","64"
"41005","Krystian","79","56","144"
"41006","Krystian","78","96","144"
"41007","Krystian","32","96","128"
"41008","Krystian","77","103","97"
"41009","Krystian","65","87","104"
"41010","Krystian","82","144","63"
"41011","Krystian","75","104","1808"
"41012","Krystian","83","142","59"
"41013","Krystian","32","112","109"
"41014","Krystian","65","104","160"
"41015","Krystian","78","70","106"
"41016","Krystian","68","128","86"
"41017","Krystian","32","80","104"
"41018","Krystian","68","144","280"
"41019","Krystian","69","128","168"
"41020","Krystian","86","88","296"
"41021","Krystian","73","96","112"
"41022","Krystian","79","87","65"
"41023","Krystian","85","62","185"
"41024","Krystian","83","96","86"
"41025","Krystian","32","88","808"
"41026","Krystian","83","80","176"
"41027","Krystian","77","160","168"
"41028","Krystian","69","72","1488"
"41029","Krystian","77","112","1824"
"41030","Krystian","73","104","104"
"41031","Krystian","75","73","304"
"41032","Krystian","79","72","184"
"41033","Krystian","76","64","192"
"41034","Krystian","73","72","176"
"41035","Krystian","188","88","216"
"41036","Krystian","32","96","184"
"41037","Krystian","66","64","232"
"41038","Krystian","85","104","80"
"41039","Krystian","84","120","136"
"41040","Krystian","32","88","136"
"41041","Krystian","84","80","192"
"41042","Krystian","72","128","104"
"41043","Krystian","69","144","624"
"41044","Krystian","32","104","112"
"41045","Krystian","76","64","168"
"41046","Krystian","73","64","160"
"41047","Krystian","84","70","66"
"41048","Krystian","84","80","134"
"41049","Krystian","76","96","120"
"41050","Krystian","69","80","104"
"41051","Krystian","32","65","522"
"41052","Krystian","66","64","158"
"41053","Krystian","76","56","88"
"41054","Krystian","73","80","160"
"41055","Krystian","78","114","192"
"41056","Krystian","68","133","115"
"41057","Krystian","32","94","135"
"41058","Krystian","84","136","190"
"41059","Krystian","69","120","104"
"41060","Krystian","88","127","345"
"41061","Krystian","84","128","95"
"41062","Krystian","32","96","232"
"41063","Krystian","68","64","208"
"41064","Krystian","73","78","66"
"41065","Krystian","68","80","110"
"41066","Krystian","78","80","120"
"41067","Krystian","222","88","760"
"41068","Krystian","84","104","104"
"41069","Krystian","32","120","144"
"41070","Krystian","76","72","1376"
"41071","Krystian","73","96","168"
"41072","Krystian","83","78","98"
"41073","Krystian","84","120","134"
"41074","Krystian","69","96","96"
"41075","Krystian","78","48","120"
"41076","Krystian","190","96","312"
"41077","Krystian","32","96","120"
"41078","Krystian","83","104","112"
"41079","Krystian","72","120","128"
"41080","Krystian","69","118","122"
"41081","Krystian","32","96","94"
"41082","Krystian","80","72","176"
"41083","Krystian","65","110","74"
"41084","Krystian","67","88","94"
"41085","Krystian","75","95","89"
"41086","Krystian","69","79","97"
"41087","Krystian","68","136","158"
"41088","Krystian","32","104","104"
"41089","Krystian","72","96","728"
"41090","Krystian","69","176","48"
"41091","Krystian","82","136","96"
"41092","Krystian","32","104","104"
"41093","Krystian","83","184","1632"
"41094","Krystian","69","79","137"
"41095","Krystian","86","134","297"
"41096","Krystian","69","104","94"
"41097","Krystian","78","72","152"
"41098","Krystian","32","96","104"
"41099","Krystian","86","80","280"
"41100","Krystian","69","96","232"
"41101","Krystian","82","96","248"
"41102","Krystian","83","104","424"
"41103","Krystian","65","80","152"
"41104","Krystian","76","80","104"
"41105","Krystian","73","88","192"
"41106","Krystian","65","86","90"
"41107","Krystian","188","80","414"
"41108","Krystian","32","80","120"
"41109","Krystian","80","72","104"
"41110","Krystian","85","104","184"
"41111","Krystian","84","86","106"
"41112","Krystian","32","112","646"
"41113","Krystian","72","104","808"
"41114","Krystian","69","160","48"
"41115","Krystian","82","112","120"
"41116","Krystian","32","112","80"
"41117","Krystian","73","88","192"
"41118","Krystian","78","128","136"
"41119","Krystian","73","120","88"
"41120","Krystian","84","112","184"
"41121","Krystian","73","128","320"
"41122","Krystian","65","64","192"
"41123","Krystian","76","112","88"
"41124","Krystian","32","80","128"
"41125","Krystian","73","64","112"
"41126","Krystian","78","88","136"
"41127","Krystian","84","64","128"
"41128","Krystian","79","102","66"
"41129","Krystian","32","72","118"
"41130","Krystian","84","104","144"
"41131","Krystian","72","118","106"
"41132","Krystian","69","136","134"
"41133","Krystian","32","88","104"
"41134","Krystian","66","119","193"
"41135","Krystian","69","79","120"
"41136","Krystian","76","96","111"
"41137","Krystian","84","120","120"
"41138","Krystian","32","86","122"
"41139","Krystian","65","64","134"
"41140","Krystian","78","72","112"
"41141","Krystian","68","104","88"
"41142","Krystian","32","95","105"
"41143","Krystian","77","94","97"
"41144","Krystian","65","96","62"
"41145","Krystian","68","160","80"
"41146","Krystian","69","136","112"
"41147","Krystian","32","88","96"
"41148","Krystian","72","104","256"
"41149","Krystian","69","136","56"
"41150","Krystian","82","112","104"
"41151","Krystian","83","72","200"
"41152","Krystian","69","104","184"
"41153","Krystian","76","80","184"
"41154","Krystian","70","129","81"
"41155","Krystian","32","102","665"
"41156","Krystian","79","78","104"
"41157","Krystian","78","100","143"
"41158","Krystian","32","81","87"
"41159","Krystian","84","104","120"
"41160","Krystian","72","80","120"
"41161","Krystian","69","116","96"
"41162","Krystian","32","96","96"
"41163","Krystian","87","136","136"
"41164","Krystian","65","96","112"
"41165","Krystian","89","80","656"
"41166","Krystian","190","64","168"
"41167","Krystian","32","96","648"
"41168","Krystian","87","80","416"
"41169","Krystian","72","96","120"
"41170","Krystian","69","94","98"
"41171","Krystian","78","104","94"
"41172","Krystian","32","63","105"
"41173","Krystian","83","104","559"
"41174","Krystian","72","96","192"
"41175","Krystian","69","144","264"
"41176","Krystian","32","104","104"
"41177","Krystian","82","121","167"
"41178","Krystian","69","112","73"
"41179","Krystian","65","88","232"
"41180","Krystian","67","64","128"
"41181","Krystian","72","108","88"
"41182","Krystian","69","78","81"
"41183","Krystian","68","96","166"
"41184","Krystian","32","96","737"
"41185","Krystian","84","72","200"
"41186","Krystian","69","136","624"
"41187","Krystian","32","112","104"
"41188","Krystian","70","72","304"
"41189","Krystian","73","96","104"
"41190","Krystian","82","64","248"
"41191","Krystian","83","96","568"
"41192","Krystian","84","120","192"
"41193","Krystian","32","102","122"
"41194","Krystian","72","56","358"
"41195","Krystian","73","72","80"
"41196","Krystian","76","56","192"
"41197","Krystian","76","56","136"
"41198","Krystian","83","103","129"
"41199","Krystian","32","96","223"
"41200","Krystian","79","88","256"
"41201","Krystian","70","125","91"
"41202","Krystian","32","88","101"
"41203","Krystian","84","72","232"
"41204","Krystian","72","112","96"
"41205","Krystian","69","119","88"
"41206","Krystian","32","80","87"
"41207","Krystian","73","89","128"
"41208","Krystian","84","110","90"
"41209","Krystian","65","88","78"
"41210","Krystian","76","48","136"
"41211","Krystian","73","72","169"
"41212","Krystian","67","96","104"
"41213","Krystian","32","95","97"
"41214","Krystian","77","98","143"
"41215","Krystian","79","96","72"
"41216","Krystian","85","72","208"
"41217","Krystian","78","104","152"
"41218","Krystian","84","104","144"
"41219","Krystian","65","88","584"
"41220","Krystian","73","136","136"
"41221","Krystian","78","71","137"
"41222","Krystian","83","96","183"
"41223","Krystian","188","112","552"
"41224","Krystian","32","111","113"
"41225","Krystian","83","79","112"
"41226","Krystian","72","88","103"
"41227","Krystian","69","128","104"
"41228","Krystian","32","120","88"
"41229","Krystian","72","88","200"
"41230","Krystian","65","128","64"
"41231","Krystian","68","127","129"
"41232","Krystian","32","97","142"
"41233","Krystian","65","104","249"
"41234","Krystian","32","63","105"
"41235","Krystian","76","88","103"
"41236","Krystian","65","95","417"
"41237","Krystian","83","88","183"
"41238","Krystian","84","103","144"
"41239","Krystian","32","81","528"
"41240","Krystian","86","80","192"
"41241","Krystian","73","72","104"
"41242","Krystian","69","151","168"
"41243","Krystian","87","120","104"
"41244","Krystian","32","111","121"
"41245","Krystian","66","104","399"
"41246","Krystian","65","111","105"
"41247","Krystian","67","96","87"
"41248","Krystian","75","89","111"
"41249","Krystian","32","81","112"
"41250","Krystian","79","79","82"
"41251","Krystian","78","88","151"
"41252","Krystian","32","95","89"
"41253","Krystian","84","119","96"
"41254","Krystian","72","72","167"
"41255","Krystian","69","71","24"
"41256","Krystian","32","103","800"
"41257","Krystian","83","56","208"
"41258","Krystian","75","47","80"
"41259","Krystian","89","69","1858"
"41260","Krystian","76","56","110"
"41261","Krystian","73","71","152"
"41262","Krystian","78","79","216"
"41263","Krystian","69","89","120"
"41264","Krystian","32","95","504"
"41265","Krystian","79","88","136"
"41266","Krystian","70","127","89"
"41267","Krystian","32","111","87"
"41268","Krystian","72","103","376"
"41269","Krystian","69","160","88"
"41270","Krystian","82","144","104"
"41271","Krystian","32","111","145"
"41272","Krystian","72","80","943"
"41273","Krystian","79","62","81"
"41274","Krystian","77","97","134"
"41275","Krystian","69","118","98"
"41276","Krystian","84","88","134"
"41277","Krystian","79","71","169"
"41278","Krystian","87","63","120"
"41279","Krystian","78","102","81"
"41280","Krystian","32","80","150"
"41281","Krystian","66","71","705"
"41282","Krystian","79","39","136"
"41283","Krystian","79","56","127"
"41284","Krystian","75","71","1201"
"41285","Krystian","77","106","191"
"41286","Krystian","65","94","107"
"41287","Krystian","82","71","182"
"41288","Krystian","75","96","95"
"41289","Krystian","83","88","192"
"41290","Krystian","71","63","489"
"41291","Krystian","79","72","288"
"41292","Krystian","86","167","160"
"41293","Krystian","69","103","104"
"41294","Krystian","188","80","711"
"41295","Krystian","32","71","113"
"41296","Krystian","84","80","143"
"41297","Krystian","72","89","104"
"41298","Krystian","69","119","90"
"41299","Krystian","32","62","120"
"41300","Krystian","72","77","729"
"41301","Krystian","69","112","53"
"41302","Krystian","65","120","160"
"41303","Krystian","68","120","160"
"41304","Krystian","76","63","441"
"41305","Krystian","73","64","191"
"41306","Krystian","78","98","160"
"41307","Krystian","69","143","99"
"41308","Krystian","32","96","109"
"41309","Krystian","79","87","273"
"41310","Krystian","70","144","111"
"41311","Krystian","32","88","176"
"41312","Krystian","65","63","185"
"41313","Krystian","76","80","103"
"41314","Krystian","80","87","513"
"41315","Krystian","72","72","111"
"41316","Krystian","65","87","201"
"41317","Krystian","66","96","263"
"41318","Krystian","69","150","98"
"41319","Krystian","84","113","110"
"41320","Krystian","32","104","312"
"41321","Krystian","86","72","264"
"41322","Krystian","73","70","74"
"41323","Krystian","76","56","182"
"41324","Krystian","76","64","128"
"41325","Krystian","65","110","66"
"41326","Krystian","71","183","111"
"41327","Krystian","69","113","103"
"41328","Krystian","32","110","114"
"41329","Krystian","65","96","174"
"41330","Krystian","78","80","120"
"41331","Krystian","68","122","104"
"41332","Krystian","32","61","123"
"41333","Krystian","84","72","221"
"41334","Krystian","69","96","240"
"41335","Krystian","72","80","1072"
"41336","Krystian","32","104","256"
"41337","Krystian","83","72","1608"
"41338","Krystian","85","88","80"
"41339","Krystian","66","62","162"
"41340","Krystian","76","82","102"
"41341","Krystian","79","48","184"
"41342","Krystian","73","47","3"
"41343","Krystian","78","64","517"
"41344","Krystian","69","80","96"
"41345","Krystian","32","86","1666"
"41346","Krystian","79","88","126"
"41347","Krystian","70","126","90"
"41348","Krystian","32","104","86"
"41349","Krystian","71","72","288"
"41350","Krystian","69","144","152"
"41351","Krystian","82","144","88"
"41352","Krystian","32","94","146"
"41353","Krystian","79","73","166"
"41354","Krystian","87","84","76"
"41355","Krystian","78","63","125"
"41356","Krystian","32","72","87"
"41357","Krystian","82","72","152"
"41358","Krystian","79","110","74"
"41359","Krystian","65","119","111"
"41360","Krystian","68","95","96"
"41361","Krystian","190","112","231"
"41362","Krystian","32","88","912"
"41363","Krystian","84","88","200"
"41364","Krystian","72","110","90"
"41365","Krystian","69","110","112"
"41366","Krystian","32","80","78"
"41367","Krystian","76","80","96"
"41368","Krystian","73","56","192"
"41369","Krystian","78","96","152"
"41370","Krystian","69","120","776"
"41371","Krystian","32","120","80"
"41372","Krystian","76","72","208"
"41373","Krystian","65","102","74"
"41374","Krystian","78","102","104"
"41375","Krystian","69","104","78"
"41376","Krystian","190","80","1128"
"41377","Krystian","32","96","128"
"41378","Krystian","80","64","208"
"41379","Krystian","73","96","176"
"41380","Krystian","84","72","168"
"41381","Krystian","89","72","120"
"41382","Krystian","70","88","176"
"41383","Krystian","85","70","90"
"41384","Krystian","76","88","222"
"41385","Krystian","32","96","400"
"41386","Krystian","65","128","136"
"41387","Krystian","32","72","96"
"41388","Krystian","82","120","144"
"41389","Krystian","69","104","80"
"41390","Krystian","84","72","448"
"41391","Krystian","72","72","280"
"41392","Krystian","79","80","152"
"41393","Krystian","82","96","224"
"41394","Krystian","73","80","152"
"41395","Krystian","67","112","120"
"41396","Krystian","32","94","698"
"41397","Krystian","81","88","206"
"41398","Krystian","85","104","112"
"41399","Krystian","69","86","106"
"41400","Krystian","83","112","198"
"41401","Krystian","84","72","120"
"41402","Krystian","73","104","96"
"41403","Krystian","79","104","56"
"41404","Krystian","78","120","200"
"41405","Krystian","32","112","256"
"41406","Krystian","82","136","256"
"41407","Krystian","65","72","424"
"41408","Krystian","78","82","144"
"41409","Krystian","32","87","113"
"41410","Krystian","79","80","343"
"41411","Krystian","86","96","192"
"41412","Krystian","69","128","216"
"41413","Krystian","82","128","96"
"41414","Krystian","32","70","130"
"41415","Krystian","67","64","166"
"41416","Krystian","72","112","96"
"41417","Krystian","69","88","1360"
"41418","Krystian","32","88","296"
"41419","Krystian","67","88","1008"
"41420","Krystian","72","102","90"
"41421","Krystian","69","46","104"
"41422","Krystian","69","56","142"
"41423","Krystian","75","88","96"
"41424","Krystian","188","96","1119"
"41425","Krystian","32","86","97"
"41426","Krystian","84","105","158"
"41427","Krystian","72","103","106"
"41428","Krystian","69","65","118"
"41429","Krystian","78","96","113"
"41430","Krystian","32","120","952"
"41431","Krystian","83","72","176"
"41432","Krystian","72","111","96"
"41433","Krystian","69","152","96"
"41434","Krystian","32","87","96"
"41435","Krystian","67","88","168"
"41436","Krystian","79","85","91"
"41437","Krystian","78","96","237"
"41438","Krystian","84","95","848"
"41439","Krystian","73","97","383"
"41440","Krystian","78","112","305"
"41441","Krystian","85","111","97"
"41442","Krystian","69","80","303"
"41443","Krystian","68","152","216"
"41444","Krystian","32","102","153"
"41445","Krystian","72","96","407"
"41446","Krystian","69","168","72"
"41447","Krystian","82","161","80"
"41448","Krystian","32","103","89"
"41449","Krystian","87","135","215"
"41450","Krystian","65","111","88"
"41451","Krystian","89","79","240"
"41452","Krystian","190","73","200"
"41453","Krystian","32","96","624"
"41454","Krystian","79","72","431"
"41455","Krystian","78","97","169"
"41456","Krystian","32","96","119"
"41457","Krystian","72","81","160"
"41458","Krystian","69","127","82"
"41459","Krystian","82","111","79"
"41460","Krystian","32","120","1472"
"41461","Krystian","87","87","344"
"41462","Krystian","65","87","248"
"41463","Krystian","89","103","336"
"41464","Krystian","32","103","80"
"41465","Krystian","83","88","175"
"41466","Krystian","72","104","112"
"41467","Krystian","69","111","105"
"41468","Krystian","32","95","88"
"41469","Krystian","77","79","648"
"41470","Krystian","69","136","95"
"41471","Krystian","84","136","89"
"41472","Krystian","32","86","137"
"41473","Krystian","65","147","110"
"41474","Krystian","32","87","113"
"41475","Krystian","67","77","298"
"41476","Krystian","79","56","101"
"41477","Krystian","80","88","160"
"41478","Krystian","89","63","745"
"41479","Krystian","190","79","392"
"41480","Krystian","32","79","144"
"41481","Krystian","84","89","176"
"41482","Krystian","72","95","104"
"41483","Krystian","69","128","111"
"41484","Krystian","32","95","89"
"41485","Krystian","67","80","231"
"41486","Krystian","79","65","65"
"41487","Krystian","80","63","168"
"41488","Krystian","89","87","184"
"41489","Krystian","32","95","648"
"41490","Krystian","87","144","143"
"41491","Krystian","65","127","121"
"41492","Krystian","82","104","143"
"41493","Krystian","78","96","152"
"41494","Krystian","69","87","473"
"41495","Krystian","68","128","207"
"41496","Krystian","32","79","105"
"41497","Krystian","84","95","192"
"41498","Krystian","72","113","1079"
"41499","Krystian","69","134","114"
"41500","Krystian","32","96","94"
"41501","Krystian","76","64","120"
"41502","Krystian","73","72","168"
"41503","Krystian","84","32","104"
"41504","Krystian","84","80","128"
"41505","Krystian","76","112","112"
"41506","Krystian","69","118","113"
"41507","Krystian","32","104","86"
"41508","Krystian","66","64","240"
"41509","Krystian","76","62","66"
"41510","Krystian","73","63","159"
"41511","Krystian","78","96","151"
"41512","Krystian","68","126","98"
"41513","Krystian","32","62","128"
"41514","Krystian","82","134","144"
"41515","Krystian","69","136","95"
"41516","Krystian","88","168","303"
"41517","Krystian","84","128","112"
"41518","Krystian","188","63","1393"
"41519","Krystian","32","80","87"
"41520","Krystian","84","133","123"
"41521","Krystian","65","112","93"
"41522","Krystian","72","78","114"
"41523","Krystian","84","95","247"
"41524","Krystian","32","135","480"
"41525","Krystian","65","201","271"
"41526","Krystian","83","134","202"
"41527","Krystian","68","120","318"
"41528","Krystian","68","80","272"
"41529","Krystian","74","87","201"
"41530","Krystian","68","80","135"
"41531","Krystian","74","73","264"
"41532","Krystian","65","129","24"
"41533","Krystian","32","121","184"
"41534","Krystian","87","85","123"
"41535","Krystian","79","87","366"
"41536","Krystian","78","80","567"
"41537","Krystian","68","135","98"
"41538","Krystian","69","150","136"
"41539","Krystian","82","111","151"
"41540","Krystian","70","80","255"
"41541","Krystian","85","80","112"
"41542","Krystian","76","80","1192"
"41543","Krystian","32","110","138"
"41544","Krystian","83","112","142"
"41545","Krystian","69","112","280"
"41546","Krystian","82","112","217"
"41547","Krystian","69","120","71"
"41548","Krystian","78","111","289"
"41549","Krystian","73","104","63"
"41550","Krystian","84","96","136"
"41551","Krystian","89","97","120"
"41552","Krystian","32","112","672"
"41553","Krystian","72","96","200"
"41554","Krystian","65","128","64"
"41555","Krystian","83","134","90"
"41556","Krystian","32","96","110"
"41557","Krystian","84","104","152"
"41558","Krystian","65","96","80"
"41559","Krystian","75","120","80"
"41560","Krystian","69","79","161"
"41561","Krystian","78","96","111"
"41562","Krystian","32","90","120"
"41563","Krystian","80","72","160"
"41564","Krystian","79","72","176"
"41565","Krystian","83","72","104"
"41566","Krystian","83","72","168"
"41567","Krystian","69","96","200"
"41568","Krystian","83","56","224"
"41569","Krystian","83","96","136"
"41570","Krystian","73","56","112"
"41571","Krystian","79","80","144"
"41572","Krystian","78","88","152"
"41573","Krystian","32","80","128"
"41574","Krystian","79","89","96"
"41575","Krystian","70","144","128"
"41576","Krystian","32","96","104"
"41577","Krystian","77","80","168"
"41578","Krystian","89","79","321"
"41579","Krystian","32","72","111"
"41580","Krystian","69","72","152"
"41581","Krystian","78","80","96"
"41582","Krystian","84","88","96"
"41583","Krystian","73","88","112"
"41584","Krystian","82","152","104"
"41585","Krystian","69","151","105"
"41586","Krystian","32","94","153"
"41587","Krystian","83","86","296"
"41588","Krystian","79","72","150"
"41589","Krystian","85","80","168"
